10,5406.1,100.0,10.0,25.0,44.9,17.65,26.96,43692.8
30,7340.12,300.0,30.0,75.0,434.88,420.74,192.86,25428.0
50,147.0,500.0,50.0,125.0,1225.0,40.0,476.39,14632.0
100,135.5,1000.0,100.0,250.0,4950.0,335.56,1752.17,27947.0
200,444.3,2000.0,200.0,500.0,19900.0,7590.29,6512.69,26174.8
10,103.0,0.0,0.64,64192.0
20,199636.0,13.17,1.28,26083.2
10,66.0,0.2,0.08,25.73,64560.0
30,182.6,0.1,31.72,522.76,54163.2
50,204.2,0.0,271.4,2175.51,69171.4
